1	224,999,719
2	237,712,649
3	194,704,827
4	187,297,063
5	177,702,766
6	167,273,993
7	154,952,424
8	142,612,826
9	120,312,298
10	131,624,737
11	131,130,853
12	130,303,534
13	95,559,980
14	88,290,585
15	81,341,915
16	78,884,754
17	77,800,220
18	74,656,155
19	55,785,651
20	59,505,254
21	34,171,998
22	34,893,953
X 	151,058,754
Y 	25,121,652
